LoanID,Forecast_OverdueAmount,Forecast_NPA_Percent,PredictedRiskScore,PriorityRecoveryFlag
L05676,3469.0,0.77,64.58,No
L05677,3106.0,0.22,92.21,No
L05678,225191.0,70.27,92.86,Yes
L05679,2401.0,0.81,84.7,No
L05680,1821.0,0.15,89.95,No
L05681,2533.0,0.61,94.15,No
L05682,2895.0,1.55,65.45,No
L05683,173953.6,45.94,72.45,No
L05684,4794.0,0.36,92.44,No
L05685,1525.0,0.33,67.3,No
L05686,820.0,0.08,66.08,No
L05687,1268.0,0.2,,No
L05688,3544.0,0.82,,No
L05689,3057.0,1.18,68.21,No
L05690,793705.82,54.38,76.75,No
L05691,631884.7899999999,78.43,84.23,Yes
L05692,50610.23999999999,23.39,65.72,No
L05693,1923.0,0.57,80.59,No
L05694,2505.0,0.39,93.77,No
L05695,3612.0,0.43,89.1,No
L05696,1504.0,0.48,83.63,No
L05697,4165.0,0.92,65.89,No
L05698,667861.3899999995,56.29,57.91,No
L05699,1071.0,0.16,60.62,No
L05700,4244.0,8.16,86.26,No
L05701,1216.0,0.95,89.47,No
L05702,3600.0,0.52,88.1,No
L05703,1336.0,0.97,68.98,No
L05704,184484.00000000006,61.05,66.50999999999999,No
L05705,1585.0,0.14,90.86,No
L05706,360861.4300000001,48.34,95.98,Yes
L05707,1074.0,0.14,78.64,No
L05708,1822.0,0.2,93.81,No
L05709,59156.12,4.96,91.39,Yes
L05710,18836.66,6.73,94.29,Yes
L05711,1898.0,0.63,65.11,No
L05712,3776.0,1.67,96.26,No
L05713,3230.0,0.23,97.75,No
L05714,2331.0,0.26,96.18,No
L05715,1249.0,0.68,96.86,No
L05716,4946.0,1.34,84.94,No
L05717,2609.0,0.24,67.19,No
L05718,4389.0,4.77,96.09,No
L05719,3701.0,0.34,62.260000000000005,No
L05720,4666.0,0.34,88.78,No
L05721,1764.0,1.34,77.54,No
L05722,20609.46,6.43,62.26,No
L05723,3880.0,7.26,79.0,No
L05724,3455.0,1.66,95.07,No
L05725,1372.0,0.15,67.41,No
L05726,3925.0,3.41,63.09,No
L05727,3241.0,0.49,78.66,No
L05728,4729.0,0.61,60.06,No
L05729,2064.0,0.15,93.45,No
L05730,384728.84,52.15,96.17,Yes
L05731,3624.0,1.41,88.57,No
L05732,3365.0,0.72,57.68,No
L05733,2351.0,0.23,83.22,No
L05734,2625.0,1.23,85.17,No
L05735,36604.55,9.48,85.91,Yes
L05736,1466.0,0.1,95.93,No
L05737,1522.0,2.62,95.42,No
L05738,988.0,0.37,73.24,No
L05739,63835.81,5.01,87.1,No
L05740,789.0,0.4,78.98,No
L05741,4084.0,4.13,94.21,No
L05742,4251.0,1.88,86.11,No
L05743,3438.0,0.33,82.7,No
L05744,404916.4799999999,27.18,76.53,No
L05745,823.0,0.09,71.73,No
L05746,47910.08,20.81,69.77,No
L05747,162282.64,51.28,73.68,No
L05748,3764.0,0.45,76.97,No
L05749,3363.0,0.31,66.01,No
L05750,3330.0,0.33,89.7,No
L05751,2716.0,0.31,63.09,No
L05752,919.0,0.06,94.72,No
L05753,4312.0,1.28,62.0,No
L05754,3680.0,1.22,64.99000000000001,No
L05755,582408.0,44.95,98.81,Yes
L05756,1438.0,0.3,102.99,No
L05757,1011.0,0.19,64.48,No
L05758,2275.0,0.27,69.22,No
L05759,3267.0,0.54,71.71,No
L05760,218555.25,46.79,,No
L05761,3290.0,0.24,74.53,No
L05762,4795.0,2.02,77.12,No
L05763,2471.0,0.39,89.57,No
L05764,582.0,1.07,92.72,No
L05765,1452.0,0.12,98.82,No
L05766,802.0,0.27,82.07,No
L05767,553677.0,47.29,68.6,No
L05768,519.0,0.2,85.64,No
L05769,4095.0,0.63,97.97,No
L05770,4300.0,0.39,58.21,No
L05771,2207.0,0.5,93.54,No
L05772,1637.0,0.32,70.84,No
L05773,95378.25,9.37,73.11,No
L05774,212434.31999999998,65.94,72.2,No
L05775,3681.0,0.26,96.64,No
L05776,1639.0,0.51,,No
L05777,1600.0,0.14,66.7,No
L05778,1264.0,0.1,86.51,No
L05779,274017.75,46.22,97.45,Yes
L05780,3534.0,1.28,64.08,No
L05781,4808.0,1.65,79.37,No
L05782,2052.0,0.14,92.66,No
L05783,104756.14,9.51,95.56,Yes
L05784,4083.0,0.58,95.99,No
L05785,2218.0,0.52,94.18,No
L05786,3628.0,4.69,69.27,No
L05787,3192.0,0.31,72.11,No
L05788,509.0,0.04,96.16,No
L05789,4192.0,2.05,84.77,No
L05790,291413.5399999999,25.47,78.76,No
L05791,3460.0,1.27,90.8,No
L05792,417617.39999999997,34.84,75.98,No
L05793,1912.0,0.33,,No
L05794,3105.0,0.29,71.1,No
L05795,2400.0,0.17,84.91,No
L05796,4664.0,0.49,95.0,No
L05797,1385.0,0.1,88.09,No
L05798,4386.0,1.12,82.59,No
L05799,637657.04,43.43,66.59,No
L05800,3045.0,0.23,66.47,No
L05801,1948.0,0.95,84.71,No
L05802,2691.0,0.41,82.47,No
L05803,1817.0,0.13,69.29,No
L05804,3688.0,2.26,99.46,No
L05805,339125.60000000003,47.9,80.53,Yes
L05806,2000.0,0.18,80.3,No
L05807,2872.0,2.92,75.65,No
L05808,473367.76000000007,41.47,96.3,Yes
L05809,350903.16000000003,61.16,95.76,Yes
L05810,1388.0,0.34,86.89,No
L05811,2352.0,0.27,62.87,No
L05812,2733.0,0.33,,No
L05813,3055.0,0.23,75.31,No
L05814,346034.5399999999,33.59,67.54,No
L05815,1608.0,0.24,73.94,No
L05816,4170.0,0.42,68.68,No
L05817,952.0,0.08,71.09,No
L05818,3676.0,0.26,93.77,No
L05819,329574.73000000004,30.77,,No
L05820,2158.0,0.26,68.39,No
L05821,1998.0,0.34,83.09,No
L05822,4334.0,0.32,65.19,No
L05823,1762.0,0.15,,No
L05824,1957.0,1.21,79.74,No
L05825,20861.33,1.96,77.71,No
L05826,1289.0,0.16,,No
L05827,106832.16,53.34,76.86,No
L05828,3162.0,0.36,77.52,No
L05829,2545.0,0.77,83.67,No
L05830,495235.0000000001,45.99,62.79,No
L05831,72411.55,15.96,76.34,No
L05832,212353.69999999998,79.24,78.09,No
L05833,642.0,0.38,69.82,No
L05834,300580.05999999994,39.46,68.35,No
L05835,2474.0,0.73,68.23,No
L05836,1447.0,0.11,91.6,No
L05837,3805.0,7.0,87.8,No
L05838,3132.0,0.25,,No
L05839,1358.0,0.17,69.09,No
L05840,1796.0,0.13,95.38,No
L05841,3537.0,1.02,90.69,No
L05842,4445.0,2.24,79.47,No
L05843,1773.0,0.19,88.56,No
L05844,596982.1000000001,55.55,82.32,Yes
L05845,76425.28,12.95,73.01,No
L05846,2832.0,4.06,74.22,No
L05847,4154.0,0.65,70.59,No
L05848,201880.54999999996,51.9,91.67,Yes
L05849,4586.0,0.83,84.81,No
L05850,4529.0,0.58,70.2,No
L05851,4672.0,0.44,78.89,No
L05852,403155.76,27.87,65.14,No
L05853,110592.42,42.73,62.129999999999995,No
L05854,395759.2,38.21,,No
L05855,293775.2,75.68,92.15,Yes
L05856,946.0,0.26,71.49,No
L05857,1169.0,0.12,73.96,No
L05858,1727.0,0.15,78.58,No
L05859,2139.0,0.15,75.68,No
L05860,1241.0,0.11,79.15,No
L05861,69172.16,24.87,77.06,No
L05862,3695.0,0.98,84.74,No
L05863,2421.0,0.21,70.61,No
L05864,322885.56,39.66,95.76,Yes
L05865,3925.0,0.82,75.03,No
L05866,3043.0,0.41,67.37,No
L05867,990.0,0.07,95.9,No
L05868,909.0,0.08,71.92,No
L05869,567.0,0.08,83.93,No
L05870,2343.0,0.16,69.83,No
L05871,3940.0,0.33,66.02000000000001,No
L05872,1169.0,2.0,100.16,No
L05873,4707.0,2.21,78.6,No
L05874,1349.0,0.16,85.15,No
L05875,506.0,0.09,97.63,No
L05876,3205.0,0.26,82.57,No
L05877,3434.0,0.25,89.8,No
L05878,208898.36,52.36,88.6,Yes
L05879,4982.0,0.43,74.88,No
L05880,3435.0,0.42,88.52,No
L05881,386376.22,62.48,68.03,No
L05882,2484.0,0.21,62.16,No
L05883,1395.0,0.16,102.48,No
L05884,720168.9299999999,74.16,64.61,No
L05885,655.0,0.47,79.72,No
L05886,145929.69999999998,16.22,62.63,No
L05887,4052.0,0.83,98.99,No
L05888,4101.0,0.54,62.260000000000005,No
L05889,651.0,0.18,93.67,No
L05890,486233.04,51.67,87.91,Yes
L05891,807.0,0.31,60.76,No
L05892,1559.0,0.68,85.13,No
L05893,173500.27999999994,53.68,95.8,Yes
L05894,2420.0,0.2,82.32,No
L05895,3929.0,3.98,68.29,No
L05896,4033.0,0.36,78.25,No
L05897,4294.0,3.25,66.72,No
L05898,1953.0,0.22,95.28,No
L05899,559664.6,47.77,78.25,No
L05900,20193.73,5.24,81.82,No
L05901,2384.0,0.71,77.65,No
L05902,59422.48,12.66,59.09,No
L05903,621.0,0.06,60.34,No
L05904,113317.74000000002,27.01,85.93,Yes
L05905,179858.0,23.13,78.59,No
L05906,1929.0,0.79,95.47,No
L05907,451829.47000000003,62.86,74.27,No
L05908,1468.0,0.15,76.37,No
L05909,3342.0,2.17,102.53,No
L05910,1597.0,0.13,58.87,No
L05911,563004.1799999999,39.95,84.06,Yes
L05912,158437.5,47.92,60.96,No
L05913,1607.0,0.14,93.91,No
L05914,889.0,0.18,69.24,No
L05915,4941.0,0.48,88.75,No
L05916,147802.44,29.88,92.54,Yes
L05917,2994.0,0.23,93.03,No
L05918,1627.0,0.29,80.72,No
L05919,1155.0,0.09,96.96,No
L05920,3553.0,0.31,89.39,No
L05921,1503.0,0.45,91.66,No
L05922,1033.0,0.37,69.52,No
L05923,1627.0,0.14,80.32,No
L05924,152162.72,24.7,83.33,Yes
L05925,782381.0499999998,54.84,65.69,No
L05926,489721.62000000005,34.55,98.66,Yes
L05927,79885.58,7.57,66.28,No
L05928,59535.36,7.67,85.58,Yes
L05929,1493.0,0.45,65.25999999999999,No
L05930,3551.0,0.27,64.0,No
L05931,3794.0,2.25,87.31,No
L05932,4069.0,0.69,81.65,No
L05933,4043.0,0.79,58.14,No
L05934,1582.0,0.11,73.35,No
L05935,2594.0,1.17,69.75,No
L05936,2561.0,0.19,92.99,No
L05937,3648.0,0.51,89.62,No
L05938,3747.0,3.15,85.76,No
L05939,732995.96,66.22,96.09,Yes
L05940,4560.0,2.32,88.68,No
L05941,187954.48,47.75,63.260000000000005,No
L05942,611.0,0.05,95.56,No
L05943,2669.0,0.97,65.41,No
L05944,3441.0,0.66,66.51,No
L05945,1749.0,0.3,71.12,No
L05946,548818.4,60.73,68.83,No
L05947,4293.0,0.36,60.71,No
L05948,1448.0,0.38,77.91,No
L05949,34568.520000000004,9.92,89.83,Yes
L05950,96465.17,25.95,80.43,Yes
L05951,2306.0,0.38,71.16,No
L05952,469632.1999999999,56.86,98.43,Yes
L05953,810.0,1.17,77.14,No
L05954,4596.0,0.39,93.72,No
L05955,811.0,0.06,63.959999999999994,No
L05956,4270.0,0.34,77.0,No
L05957,1953.0,1.88,91.34,No
L05958,1180.0,0.15,65.19,No
L05959,754.0,0.06,96.9,No
L05960,2514.0,0.46,79.47,No
L05961,2723.0,0.2,97.14,No
L05962,64390.32,4.82,87.35,No
L05963,4468.0,1.75,99.03,No
L05964,4104.0,0.54,61.58,No
L05965,2722.0,3.12,86.16,No
L05966,4567.0,1.0,95.14,No
L05967,696524.6599999999,56.76,95.52,Yes
L05968,2884.0,0.2,63.3,No
L05969,2819.0,0.21,60.24,No
L05970,46219.52,41.36,87.54,Yes
L05971,508432.84,36.48,65.52000000000001,No
L05972,658.0,0.05,59.44,No
L05973,4709.0,0.36,85.26,No
L05974,2941.0,0.21,77.65,No
L05975,1827.0,0.24,83.93,No
L05976,59828.08000000001,16.79,63.55,No
L05977,14381.27,17.87,80.63,Yes
L05978,46605.2,55.39,75.18,No
L05979,89744.54999999999,9.14,86.49,Yes
L05980,207023.82,38.4,73.58,No
L05981,1024.0,0.13,72.91,No
L05982,4947.0,2.06,86.52,No
L05983,4908.0,0.34,82.77,No
L05984,1166.0,0.49,64.27000000000001,No
L05985,2059.0,0.3,81.41,No
L05986,434086.10000000003,62.65,84.66,Yes
L05987,2889.0,4.62,76.84,No
L05988,4192.0,0.41,90.29,No
L05989,2003.0,0.24,61.35,No
L05990,4942.0,0.64,100.77,No
L05991,33598.18,2.72,78.66,No
L05992,3056.0,0.76,84.23,No
L05993,287146.92,22.11,63.34,No
L05994,2623.0,0.2,86.65,No
L05995,2564.0,0.21,85.2,No
L05996,4349.0,0.8,94.45,No
L05997,3158.0,1.11,76.48,No
L05998,1463.0,0.2,92.15,No
L05999,1420.0,0.33,59.89,No
L06000,1424.0,1.13,66.52000000000001,No
L06001,3885.0,0.85,101.01,No
L06002,397151.70000000007,54.39,67.88,No
L06003,1261.0,0.59,98.58,No
L06004,4665.0,0.33,62.42,No
L06005,4177.0,0.42,85.87,No
L06006,4640.0,1.87,79.51,No
L06007,673522.04,54.87,96.68,Yes
L06008,1209.0,0.09,79.76,No
L06009,2292.0,0.53,58.89,No
L06010,1148.0,0.45,78.49,No
L06011,4623.0,0.89,89.14,No
L06012,2927.0,0.23,59.05,No
L06013,4915.0,1.62,62.41,No
L06014,1333.0,0.11,95.05,No
L06015,3046.0,0.28,90.14,No
L06016,343990.9,34.59,68.8,No
L06017,1762.0,0.26,83.64,No
L06018,140423.52000000005,24.14,62.51,No
L06019,649.0,0.37,87.86,No
L06020,4797.0,0.84,74.9,No
L06021,1069.0,0.12,66.99,No
L06022,1897.0,0.14,85.43,No
L06023,753179.75,59.87,93.55,Yes
L06024,3095.0,3.2,64.62,No
L06025,2487.0,0.99,67.61,No
L06026,898074.4000000003,70.15,71.97,No
L06027,3196.0,0.23,93.18,No
L06028,3801.0,2.9,96.21,No
L06029,1736.0,0.16,96.38,No
L06030,2437.0,0.42,77.76,No
L06031,1950.0,0.34,68.03,No
L06032,415181.08000000013,42.28,65.47,No
L06033,2356.0,0.19,91.4,No
L06034,213300.25,47.56,70.02,No
L06035,1709.0,0.16,83.7,No
L06036,2317.0,0.24,71.94,No
L06037,269166.6,33.64,83.46,Yes
L06038,2276.0,0.25,,No
L06039,3174.0,4.17,73.42,No
L06040,4231.0,7.57,80.67,No
L06041,3118.0,0.37,71.98,No
L06042,406508.62,50.19,96.75,Yes
L06043,11911.18,7.76,85.65,Yes
L06044,385866.4,50.54,67.87,No
L06045,503.0,0.04,71.2,No
L06046,2708.0,0.32,66.09,No
L06047,1943.0,0.24,72.69,No
L06048,1399.0,0.13,88.11,No
L06049,1968.0,0.66,67.14,No
L06050,457298.94999999995,64.11,60.87,No
L06051,185098.66000000003,69.94,74.52,No
L06052,4035.0,0.5,81.89,No
L06053,1685.0,0.19,76.44,No
L06054,3868.0,1.71,76.96,No
L06055,1473.0,0.92,92.44,No
L06056,4700.0,1.61,75.27,No
L06057,3340.0,0.37,78.75,No
L06058,4756.0,1.46,63.23,No
L06059,2549.0,0.57,83.93,No
L06060,3468.0,0.32,77.91,No
L06061,840.0,0.2,69.66,No
L06062,277425.32,44.29,,No
L06063,4276.0,0.31,71.89,No
L06064,1435.0,0.12,62.760000000000005,No
L06065,300574.7399999999,71.49,77.99,No
L06066,528360.58,57.65,73.17,No
L06067,2412.0,0.24,73.04,No
L06068,619584.4999999999,45.71,67.81,No
L06069,3810.0,0.45,78.02,No
L06070,4671.0,0.54,78.35,No
L06071,4977.0,0.37,81.85,No
L06072,57210.759999999995,44.4,72.57,No
L06073,352334.79999999993,36.67,89.39,Yes
L06074,2463.0,0.38,59.05,No
L06075,1266.0,0.09,86.27,No
L06076,307463.17000000004,21.31,69.04,No
L06077,1296.0,0.44,73.43,No
L06078,4780.0,1.04,85.65,No
L06079,57158.28,12.8,82.81,Yes
L06080,4228.0,2.16,74.43,No
L06081,140265.92,18.7,93.58,Yes
L06082,4870.0,0.61,90.47,No
L06083,138101.15,15.68,65.78,No
L06084,741.0,0.07,85.97,No
L06085,1263.0,0.89,86.12,No
L06086,1041.0,0.11,68.46,No
L06087,2026.0,0.15,63.72,No
L06088,37696.8,5.31,96.05,No
L06089,3585.0,1.75,100.38,No
L06090,931.0,0.53,71.49,No
L06091,257895.52000000002,56.24,68.33,No
L06092,4344.0,0.38,63.03,No
L06093,4194.0,0.98,89.8,No
L06094,3587.0,0.29,93.46,No
L06095,1124445.0,90.79,77.4,No
L06096,461512.3999999999,64.75,,No
L06097,241533.97999999998,49.68,78.5,No
L06098,172795.04,18.85,80.14,Yes
L06099,4702.0,0.38,84.19,No
L06100,3753.0,2.61,78.29,No
L06101,3621.0,0.25,64.15,No
L06102,3900.0,0.4,77.4,No
L06103,3151.0,0.5,77.54,No
L06104,3339.0,0.43,80.71,No
L06105,23734.82,3.9,60.71,No
L06106,478019.84,73.74,93.29,Yes
L06107,782.0,0.09,93.14,No
L06108,748.0,0.54,,No
L06109,1474.0,0.48,86.75,No
L06110,2604.0,0.69,74.08,No
L06111,2606.0,0.41,80.02,No
L06112,2174.0,0.37,84.09,No
L06113,3316.0,0.3,77.8,No
L06114,175602.69999999998,41.24,100.47,Yes
L06115,4677.0,3.52,,No
L06116,65790.56,50.46,95.63,Yes
L06117,2708.83,4.08,80.86,No
L06118,2461.0,2.34,65.25999999999999,No
L06119,3086.0,0.24,71.8,No
L06120,4644.0,0.44,88.38,No
L06121,460674.8,30.83,97.5,Yes
L06122,14234.75,17.92,84.99,Yes
L06123,691.0,0.05,81.4,No
L06124,207415.66,19.58,61.15,No
L06125,200176.06999999998,20.46,67.65,No
L06126,2854.0,0.5,,No
L06127,4054.0,0.68,87.74,No
L06128,3756.0,0.29,95.41,No
L06129,4131.0,0.38,65.41,No
L06130,2808.0,0.27,73.68,No
L06131,2198.0,2.33,82.69,No
L06132,200855.59,63.31,63.56999999999999,No
L06133,4447.0,0.31,78.23,No
L06134,3642.0,0.51,99.71,No
L06135,3771.0,0.32,91.05,No
L06136,4750.0,0.77,69.51,No
L06137,2599.0,0.22,61.85,No
L06138,4410.0,1.98,75.36,No
L06139,1005.0,0.9,96.53,No
L06140,37122.64,5.11,93.94,No
L06141,4349.0,0.48,68.43,No
L06142,112712.75999999998,21.7,63.02,No
L06143,4464.0,0.41,76.04,No
L06144,4762.0,0.62,66.26,No
L06145,3828.0,0.27,69.03,No
L06146,3149.0,1.82,65.33,No
L06147,2922.0,1.99,87.06,No
L06148,4813.0,0.35,64.4,No
L06149,1797.0,0.18,81.02,No
L06150,1320.0,0.13,88.35,No
L06151,1197.0,1.33,66.1,No
L06152,3871.0,0.27,95.82,No
L06153,2961.0,0.25,60.05,No
L06154,396441.45,34.23,86.63,Yes
L06155,3633.0,0.26,70.71,No
L06156,3318.0,0.37,93.44,No
L06157,4601.0,0.74,80.28,No
L06158,263792.27,35.31,84.98,Yes
L06159,1991.0,0.17,76.49,No
L06160,639773.0800000001,54.93,71.05,No
L06161,2181.0,0.23,82.07,No
L06162,1873.0,0.51,92.55,No
L06163,1713.0,0.14,64.56,No
L06164,3933.0,0.4,95.83,No
L06165,123821.21999999999,33.39,78.71,No
L06166,3757.0,0.5,81.64,No
L06167,1242.0,0.08,63.65,No
L06168,697.0,0.13,63.84,No
L06169,2983.0,1.36,78.85,No
L06170,5733.57,7.04,95.27,Yes
L06171,72746.31999999999,22.9,67.76,No
L06172,1783.0,0.56,57.4,No
L06173,2989.0,0.23,76.0,No
L06174,3302.0,1.19,63.62,No
L06175,3816.0,0.29,71.11,No
L06176,3798.0,2.16,73.81,No
L06177,98114.61,7.19,58.09,No
L06178,1775.0,0.42,94.4,No
L06179,2655.0,0.28,97.6,No
L06180,3298.0,1.17,96.95,No
L06181,280128.85,45.51,78.84,No
L06182,4717.0,2.71,68.96,No
L06183,3896.0,0.44,84.98,No
L06184,3894.0,0.71,91.72,No
L06185,563469.02,43.83,73.79,No
L06186,4223.0,1.35,81.06,No
L06187,3360.0,0.74,89.05,No
L06188,1217.0,0.4,67.38,No
L06189,157248.32,18.13,62.8,No
L06190,1893.0,0.89,79.05,No
L06191,192083.43999999994,59.18,83.91,Yes
L06192,4068.0,0.39,84.42,No
L06193,3883.0,2.46,80.25,No
L06194,4427.0,0.39,78.33,No
L06195,4994.0,2.48,83.41,No
L06196,646123.6599999996,71.87,62.67,No
L06197,1945.0,0.13,69.9,No
L06198,172049.22000000003,56.94,78.35,No
L06199,2819.0,0.66,98.78,No
L06200,4172.0,0.31,88.14,No
L06201,3435.0,0.36,75.86,No
L06202,3784.0,0.5,81.86,No
L06203,3168.0,0.37,92.98,No
L06204,1280.0,0.27,,No
L06205,2526.0,0.2,62.87,No
L06206,3529.0,0.31,76.26,No
L06207,163877.78000000003,16.7,72.13,No
L06208,1882.0,0.13,95.1,No
L06209,253945.46000000002,28.59,75.91,No
L06210,4746.0,0.6,62.52,No
L06211,1090780.91,74.47,76.84,No
L06212,2111.0,0.61,64.71000000000001,No
L06213,2506.0,0.98,94.46,No
L06214,97193.59000000001,34.07,82.02,Yes
L06215,4070.0,0.27,81.31,No
L06216,2102.0,0.21,75.03,No
L06217,3633.0,0.74,75.29,No
L06218,4378.0,1.07,88.73,No
L06219,1560.0,1.18,66.02,No
L06220,4468.0,1.85,60.79,No
L06221,3513.0,0.26,78.91,No
L06222,56316.8,4.97,92.5,Yes
L06223,1448.0,0.1,83.93,No
L06224,1154.0,0.17,89.05,No
L06225,1186.0,0.13,93.82,No
L06226,1389.0,0.18,67.0,No
L06227,2988.0,0.22,86.98,No
L06228,3501.0,0.24,94.48,No
L06229,839.0,0.06,83.1,No
L06230,4908.0,0.54,83.07,No
L06231,66001.25,47.27,87.73,Yes
L06232,3414.0,0.36,89.58,No
L06233,79939.0,41.91,79.56,No
L06234,187532.28,74.63,58.72,No
L06235,131357.18,40.12,84.92,Yes
L06236,2687.0,0.47,70.31,No
L06237,4201.0,0.46,67.91,No
L06238,4399.0,0.82,85.5,No
L06239,4495.0,0.64,77.67,No
L06240,3288.0,2.77,86.95,No
L06241,4834.0,0.51,76.31,No
L06242,4419.0,0.44,92.93,No
L06243,2455.0,1.26,79.66,No
L06244,1596.0,0.13,81.26,No
L06245,2460.0,0.25,64.92,No
L06246,4099.0,0.54,77.64,No
L06247,2441.0,0.29,71.35,No
L06248,4538.0,0.58,87.76,No
L06249,4444.0,3.47,87.85,No
L06250,4410.0,0.4,64.62,No
L06251,77532.3,9.79,82.26,Yes
L06252,4232.0,1.41,59.77,No
L06253,99981.7,9.64,85.2,Yes
L06254,564.0,0.05,97.16,No
L06255,4282.0,1.19,94.82,No
L06256,3822.0,0.32,72.51,No
L06257,3505.0,0.49,62.459999999999994,No
L06258,50525.56,16.2,89.85,Yes
L06259,4643.0,0.46,85.3,No
L06260,2530.0,0.28,80.53,No
L06261,2532.0,0.85,92.61,No
L06262,3738.0,0.28,71.85,No
L06263,878905.4000000001,68.18,69.76,No
L06264,4896.0,0.39,86.87,No
L06265,1078.0,0.17,71.63,No
L06266,1807.0,0.15,78.64,No
L06267,655483.39,51.41,77.74,No
L06268,846225.6199999999,56.6,72.0,No
L06269,3440.0,0.24,62.41,No
L06270,2676.0,0.44,90.9,No
L06271,258962.19999999998,76.75,88.56,Yes
L06272,4663.0,0.98,86.34,No
L06273,339286.25999999995,44.21,67.8,No
L06274,4428.0,0.36,80.57,No
L06275,695627.6000000001,63.34,66.94,No
L06276,1632.0,0.14,92.37,No
L06277,71289.4,11.86,89.19,Yes
L06278,2383.0,0.58,58.22,No
L06279,651.0,0.77,59.06,No
L06280,4342.0,0.45,99.37,No
L06281,992.0,0.08,64.55,No
L06282,2575.0,0.19,93.77,No
L06283,3994.0,0.54,96.28,No
L06284,1013.0,0.07,75.02,No
L06285,4327.0,1.26,81.07,No
L06286,4074.0,0.51,88.25,No
L06287,93986.79,26.11,80.3,Yes
L06288,172140.31,53.34,69.33,No
L06289,1046890.4299999999,73.09,80.67,Yes
L06290,1399.0,0.11,67.09,No
L06291,1964.0,2.93,66.44,No
L06292,4449.0,1.01,77.72,No
L06293,1776.0,0.51,76.51,No
L06294,3487.0,1.32,64.07,No
L06295,614874.92,57.94,98.04,Yes
L06296,685.0,0.08,64.53999999999999,No
L06297,306051.19999999995,43.22,94.22,Yes
L06298,4565.0,1.41,69.4,No
L06299,887.0,0.2,66.53,No
L06300,3712.0,0.66,66.7,No
L06301,4361.0,0.37,78.6,No
L06302,1095136.9200000002,73.78,82.89,Yes
L06303,73188.40000000001,23.1,93.25,Yes
L06304,2817.0,0.52,88.57,No
L06305,4721.0,1.03,63.230000000000004,No
L06306,5654.13,4.96,63.540000000000006,No
L06307,2290.0,0.62,59.32,No
L06308,211041.75,15.55,88.83,Yes
L06309,2277.0,0.18,64.68,No
L06310,4428.0,1.51,62.400000000000006,No
L06311,3487.0,0.6,85.75,No
L06312,4264.0,0.85,68.86,No
L06313,1056.0,0.4,64.98,No
L06314,2790.0,0.29,70.13,No
L06315,240290.40000000005,28.0,73.03,No
L06316,4313.0,0.64,62.31,No
L06317,839087.2000000002,65.02,93.1,Yes
L06318,532227.48,56.11,92.18,Yes
L06319,3207.0,0.75,78.3,No
L06320,4622.0,0.78,89.13,No
L06321,1089.0,0.41,74.11,No
L06322,906.0,0.1,98.44,No
L06323,3641.0,0.4,76.51,No
L06324,1381.0,0.11,86.08,No
L06325,2700.0,0.21,72.58,No
L06326,3244.0,0.26,74.58,No
L06327,1938.0,0.23,86.16,No
L06328,1516.0,0.15,77.55,No
L06329,523650.58999999997,44.58,86.61,Yes
L06330,4398.0,2.4,66.69,No
L06331,420759.12,86.6,79.87,No
L06332,2986.0,1.01,73.64,No
L06333,1622.0,0.2,96.88,No
L06334,4700.0,0.37,96.16,No
L06335,1160.0,0.3,81.01,No
L06336,711782.4000000001,64.14,74.7,No
L06337,1980.0,0.31,93.53,No
L06338,2291.0,0.17,85.93,No
L06339,545578.6900000001,56.9,85.65,Yes
L06340,307049.62,20.94,,No
L06341,4478.0,1.1,91.63,No
L06342,1271.0,0.09,71.39,No
L06343,3168.0,0.56,92.61,No
L06344,690.0,0.07,78.31,No
L06345,2207.0,0.73,81.23,No
L06346,3927.0,0.34,99.53,No
L06347,1398.0,0.1,73.56,No
L06348,3342.0,0.28,87.05,No
L06349,2598.0,0.28,82.36,No
L06350,1876.0,0.27,97.33,No
L06351,4378.0,0.8,81.02,No
L06352,416500.0699999999,63.34,72.99,No
L06353,182558.46,34.71,78.83,No
L06354,4767.0,0.38,93.75,No
L06355,4677.0,0.35,76.53,No
L06356,1893.0,0.13,69.7,No
L06357,4590.0,0.7,84.12,No
L06358,154900.2,18.4,78.12,No
L06359,4013.0,0.45,,No
L06360,4102.0,0.41,68.41,No
L06361,3546.0,6.62,70.57,No
L06362,2965.0,0.23,84.15,No
L06363,3631.0,0.83,68.61,No
L06364,2873.0,0.39,68.21,No
L06365,2736.0,0.22,93.25,No
L06366,570403.0000000001,38.14,96.63,Yes
L06367,2862.0,0.24,100.81,No
L06368,2780.0,3.23,93.55,No
L06369,2102.0,0.36,94.74,No
L06370,1389.0,0.34,91.02,No
L06371,659868.2999999998,45.57,90.69,Yes
L06372,2295.0,0.53,,No
L06373,4189.0,0.3,75.23,No
L06374,3303.0,0.23,76.52,No
L06375,2240.0,0.18,91.48,No
L06376,3988.0,2.07,80.54,No
L06377,20164.7,38.12,71.05,No
L06378,411106.92,34.23,91.75,Yes
L06379,2107.0,0.17,93.25,No
L06380,2197.0,0.15,72.38,No
L06381,60634.399999999994,16.54,77.35,No
L06382,801.0,0.07,96.83,No
L06383,1438.0,0.18,91.57,No
L06384,318675.41000000003,60.55,88.91,Yes
L06385,2932.0,0.32,84.76,No
L06386,2786.0,0.33,65.99000000000001,No
L06387,2559.0,0.54,84.98,No
L06388,248305.32,56.53,68.35,No
L06389,3936.0,0.52,67.31,No
